land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
451 sqm,411 sqm,6,6,Yes,Yes,Yes,Yes,2.4km,Yes,16 Years,No,5.3 km,0.71,small,378002
102 sqm,89 sqm,1,2,No,Yes,Yes,No,3.7km,No,14 Years,No,3.5 km,0.36,medium,97490
281 sqm,257 sqm,4,5,Yes,Yes,Yes,Yes,0.9km,Yes,12 Years,No,1.3 km,3.28,small,251810
275 sqm,234 sqm,4,2,Yes,Yes,No,Yes,4.6km,No,9 Years,No,4.8 km,1.57,small,203732
213 sqm,182 sqm,3,4,Yes,Yes,Yes,No,4.5km,Yes,7 Years,No,6.4 km,0.46,small,182073
279 sqm,268 sqm,4,5,Yes,Yes,Yes,Yes,0.6km,Yes,13 Years,No,5.1 km,1.34,medium,256259
100 sqm,92 sqm,1,1,Yes,Yes,No,No,6.1km,No,9 Years,No,5.7 km,1.57,small,72429
164 sqm,153 sqm,3,3,Yes,Yes,Yes,No,6.9km,Yes,17 Years,No,0.3 km,4.64,small,136052
243 sqm,208 sqm,5,3,Yes,Yes,Yes,Yes,2.4km,Yes,4 Years,No,1.9 km,0.68,medium,240139
129 sqm,126 sqm,1,2,No,No,No,No,1.7km,No,11 Years,No,3.5 km,5.13,small,86600
121 sqm,111 sqm,2,1,Yes,Yes,Yes,No,4.6km,No,8 Years,No,3.2 km,4.53,large,92962
192 sqm,168 sqm,4,2,Yes,Yes,Yes,Yes,6.8km,Yes,22 Years,No,4.3 km,5.56,medium,165594
202 sqm,193 sqm,3,3,No,No,Yes,No,0.3km,No,11 Years,No,2.4 km,1.02,medium,163867
270 sqm,245 sqm,4,5,Yes,Yes,Yes,No,0.1km,Yes,15 Years,No,5.9 km,3.90,medium,230019
155 sqm,151 sqm,2,3,No,No,No,No,3.2km,No,16 Years,No,2.4 km,0.65,small,107775
256 sqm,253 sqm,4,3,Yes,Yes,No,Yes,1.4km,Yes,18 Years,No,3.7 km,1.60,small,218635
326 sqm,318 sqm,5,4,Yes,Yes,Yes,Yes,4.5km,Yes,16 Years,No,1.2 km,3.42,small,266852
371 sqm,334 sqm,6,6,Yes,Yes,Yes,Yes,5.6km,Yes,20 Years,No,3.6 km,5.40,medium,299188
210 sqm,182 sqm,4,4,Yes,Yes,Yes,Yes,0.6km,No,9 Years,No,4.4 km,1.43,small,184745
185 sqm,184 sqm,2,1,No,No,No,No,3.8km,No,9 Years,No,2.5 km,2.35,medium,123228
158 sqm,137 sqm,3,4,No,No,No,Yes,6.6km,Yes,16 Years,No,4.2 km,3.71,medium,123849
126 sqm,118 sqm,1,2,No,No,No,No,1.5km,No,19 Years,No,3.1 km,0.95,medium,93285
214 sqm,187 sqm,4,5,No,Yes,Yes,Yes,4.5km,Yes,20 Years,No,0.7 km,3.17,medium,198485
133 sqm,131 sqm,2,3,Yes,No,No,No,1.5km,No,14 Years,No,6.3 km,5.79,large,91774
294 sqm,263 sqm,4,3,Yes,Yes,Yes,Yes,3.4km,No,8 Years,No,5.9 km,0.92,small,240268
275 sqm,237 sqm,4,2,Yes,Yes,Yes,Yes,2.8km,Yes,11 Years,No,3.4 km,0.75,medium,252453
347 sqm,347 sqm,5,3,Yes,No,Yes,Yes,4.5km,Yes,5 Years,No,0.6 km,3.16,small,280575
186 sqm,166 sqm,3,1,No,No,No,No,4.7km,No,5 Years,No,1.6 km,5.59,small,120711
335 sqm,288 sqm,5,2,Yes,Yes,Yes,Yes,0.6km,Yes,5 Years,No,1.9 km,2.39,medium,301216
488 sqm,474 sqm,7,5,Yes,Yes,No,Yes,6.3km,Yes,15 Years,No,2.6 km,3.25,extra_large,391633
236 sqm,225 sqm,3,2,Yes,Yes,No,No,1.2km,No,11 Years,No,4.9 km,5.68,small,162387
230 sqm,219 sqm,3,1,No,Yes,No,No,2.3km,Yes,12 Years,No,3.8 km,4.05,medium,176992
210 sqm,188 sqm,3,1,Yes,Yes,Yes,No,4.1km,No,4 Years,No,6.5 km,1.19,small,156943
507 sqm,507 sqm,7,7,Yes,Yes,Yes,Yes,4.1km,Yes,10 Years,No,2.8 km,3.82,large,412984
126 sqm,125 sqm,2,1,No,No,No,No,1.6km,Yes,14 Years,No,0.4 km,5.90,large,105075
279 sqm,252 sqm,4,5,Yes,Yes,Yes,Yes,3.3km,Yes,9 Years,No,3.1 km,0.88,medium,243798
349 sqm,344 sqm,5,2,Yes,No,Yes,Yes,5.7km,Yes,17 Years,No,0.6 km,1.61,small,270197
230 sqm,208 sqm,5,3,Yes,Yes,Yes,Yes,3.2km,Yes,16 Years,No,5.5 km,3.94,medium,205747
279 sqm,266 sqm,4,2,Yes,Yes,Yes,Yes,2.8km,Yes,2 Years,No,3.4 km,5.03,medium,250027
183 sqm,181 sqm,2,2,No,No,No,Yes,2.2km,No,8 Years,No,1.3 km,0.22,small,150339
229 sqm,209 sqm,3,1,Yes,Yes,No,No,5.8km,No,15 Years,No,3.9 km,0.70,medium,158692
220 sqm,220 sqm,4,4,Yes,Yes,Yes,Yes,0.6km,Yes,1 Years,No,0.9 km,3.31,medium,213757
225 sqm,218 sqm,3,1,No,Yes,No,Yes,2.9km,No,12 Years,No,1.3 km,0.05,medium,187490
220 sqm,208 sqm,3,4,No,No,Yes,No,6.1km,No,9 Years,No,1.3 km,5.51,small,147799
141 sqm,129 sqm,1,2,No,Yes,No,No,3.4km,No,6 Years,No,2.4 km,0.87,medium,110770
300 sqm,300 sqm,4,4,No,No,Yes,Yes,5.4km,No,8 Years,No,3.2 km,1.90,small,214089
295 sqm,256 sqm,5,5,Yes,Yes,Yes,Yes,2.3km,Yes,9 Years,No,6.7 km,5.14,medium,257101
258 sqm,252 sqm,4,2,Yes,Yes,Yes,Yes,2.1km,Yes,16 Years,No,0.6 km,4.12,medium,231531
232 sqm,227 sqm,3,4,Yes,No,No,No,5.7km,Yes,14 Years,No,2.3 km,2.38,medium,180936
211 sqm,210 sqm,4,3,Yes,Yes,Yes,Yes,1.7km,Yes,18 Years,No,0.4 km,0.49,small,200912
213 sqm,208 sqm,4,3,Yes,Yes,Yes,Yes,2.2km,Yes,3 Years,No,0.9 km,2.10,medium,203087
228 sqm,221 sqm,4,5,Yes,Yes,No,Yes,6.7km,Yes,16 Years,No,2.6 km,2.42,small,190587
123 sqm,107 sqm,1,1,No,No,No,No,3.7km,No,19 Years,No,5.4 km,5.48,small,74588
219 sqm,208 sqm,3,4,No,Yes,No,No,5.7km,Yes,6 Years,No,4.3 km,3.58,medium,160441
206 sqm,197 sqm,3,2,Yes,No,Yes,No,1.6km,Yes,1 Years,No,6.3 km,4.36,medium,168807
278 sqm,251 sqm,4,2,Yes,Yes,Yes,Yes,0.1km,No,15 Years,No,2.9 km,4.50,medium,224582
306 sqm,262 sqm,4,5,Yes,Yes,No,Yes,2.9km,Yes,18 Years,No,4.3 km,1.58,medium,250645
232 sqm,217 sqm,3,4,No,Yes,Yes,No,5.1km,Yes,20 Years,No,2.6 km,2.26,small,181021
235 sqm,214 sqm,3,1,No,No,Yes,No,0.1km,No,12 Years,No,2.3 km,4.86,small,177385
264 sqm,245 sqm,4,2,Yes,Yes,Yes,Yes,1.2km,Yes,17 Years,No,4.2 km,3.51,medium,225428
159 sqm,151 sqm,3,3,Yes,Yes,No,No,5.4km,Yes,2 Years,No,4.4 km,2.10,medium,134211
116 sqm,111 sqm,1,2,No,No,No,No,2.2km,Yes,15 Years,No,0.7 km,4.83,medium,95184
203 sqm,192 sqm,4,5,Yes,Yes,No,Yes,1.8km,Yes,6 Years,No,5.5 km,0.32,medium,188579
212 sqm,192 sqm,4,3,Yes,Yes,Yes,No,2.3km,Yes,19 Years,No,3.9 km,2.98,small,177919
232 sqm,220 sqm,3,2,No,Yes,Yes,No,4.2km,No,22 Years,No,1.7 km,3.30,medium,165869
144 sqm,127 sqm,2,2,No,Yes,No,No,4.3km,No,4 Years,No,3.4 km,0.35,medium,105738
216 sqm,211 sqm,3,4,Yes,No,No,Yes,5.4km,No,9 Years,No,6.3 km,4.49,small,162384
178 sqm,178 sqm,3,1,No,No,No,Yes,5.8km,Yes,8 Years,No,2.6 km,1.19,medium,149631
221 sqm,193 sqm,3,2,Yes,No,No,No,2.1km,Yes,5 Years,No,3.6 km,4.19,medium,173453
277 sqm,248 sqm,4,3,Yes,Yes,Yes,No,0.2km,Yes,2 Years,No,6.4 km,4.54,small,232985
293 sqm,290 sqm,5,5,No,Yes,No,Yes,3.9km,Yes,17 Years,No,0.1 km,0.07,medium,250231
223 sqm,211 sqm,3,2,Yes,Yes,No,No,6.2km,No,4 Years,No,5.9 km,0.15,medium,158486
208 sqm,178 sqm,4,2,Yes,Yes,Yes,Yes,0.7km,Yes,12 Years,No,2.9 km,4.46,small,199055
281 sqm,246 sqm,4,3,Yes,Yes,Yes,No,5.6km,Yes,8 Years,No,5.5 km,4.64,small,217036
235 sqm,205 sqm,5,2,Yes,Yes,Yes,Yes,5.1km,Yes,9 Years,No,0.9 km,4.44,small,206962
137 sqm,137 sqm,1,1,Yes,No,No,No,5.9km,No,15 Years,No,0.9 km,4.86,small,89735
267 sqm,266 sqm,4,2,Yes,No,Yes,Yes,5.4km,Yes,7 Years,No,5.5 km,5.74,small,211921
246 sqm,216 sqm,4,3,Yes,Yes,Yes,Yes,1.5km,Yes,2 Years,No,1.7 km,5.28,medium,227213
212 sqm,209 sqm,3,2,Yes,No,No,No,3.3km,No,5 Years,No,6.1 km,5.85,small,144360
196 sqm,181 sqm,4,3,No,Yes,Yes,No,2.2km,No,22 Years,No,2.7 km,1.03,small,148155
258 sqm,244 sqm,5,5,Yes,Yes,Yes,Yes,5.3km,Yes,5 Years,No,3.6 km,0.41,medium,234734
217 sqm,193 sqm,4,3,Yes,Yes,No,Yes,5.6km,No,2 Years,No,4.6 km,1.71,small,165913
309 sqm,282 sqm,4,4,Yes,Yes,No,Yes,5.8km,Yes,12 Years,No,0.5 km,1.93,medium,269363
230 sqm,201 sqm,3,4,No,Yes,No,No,5.7km,Yes,3 Years,No,1.1 km,0.10,small,177883
274 sqm,248 sqm,5,5,Yes,Yes,Yes,Yes,3.3km,Yes,12 Years,No,2.1 km,0.43,small,243876
161 sqm,161 sqm,3,4,Yes,No,No,Yes,2.1km,Yes,16 Years,No,1.2 km,2.94,small,145070
306 sqm,302 sqm,5,4,Yes,Yes,Yes,Yes,2.5km,Yes,20 Years,No,2.1 km,5.42,medium,251294
111 sqm,111 sqm,1,2,Yes,No,No,No,2.6km,No,21 Years,Yes,4.1 km,4.48,small,85197
157 sqm,155 sqm,2,1,Yes,No,No,Yes,4.6km,No,2 Years,No,0.8 km,5.54,large,130667
131 sqm,113 sqm,2,3,No,No,No,Yes,2.4km,No,11 Years,No,6.4 km,1.70,large,110035
123 sqm,113 sqm,2,2,No,Yes,No,No,4.8km,No,3 Years,No,6.7 km,1.84,medium,89665
190 sqm,189 sqm,4,5,Yes,Yes,Yes,Yes,3.1km,Yes,12 Years,No,1.8 km,0.38,small,174947
266 sqm,242 sqm,4,3,Yes,Yes,Yes,No,4.9km,Yes,3 Years,No,0.6 km,2.72,small,218217
200 sqm,193 sqm,4,4,No,Yes,Yes,Yes,0.8km,Yes,10 Years,No,5.5 km,3.63,small,183451
258 sqm,258 sqm,5,2,Yes,Yes,Yes,Yes,2.9km,No,19 Years,No,2.7 km,1.58,small,199685
471 sqm,403 sqm,8,8,Yes,Yes,Yes,Yes,3.9km,Yes,7 Years,No,2.6 km,2.99,extra_large,392630
207 sqm,190 sqm,3,2,No,No,Yes,No,6.9km,Yes,21 Years,No,1.4 km,4.03,small,148489
251 sqm,244 sqm,4,4,Yes,Yes,No,Yes,2.5km,Yes,8 Years,No,0.7 km,4.87,small,219204
242 sqm,234 sqm,4,3,No,Yes,Yes,Yes,0.4km,Yes,19 Years,No,2.5 km,0.69,medium,223734
354 sqm,305 sqm,5,2,Yes,Yes,Yes,Yes,6.1km,Yes,21 Years,No,4.7 km,2.97,medium,281686
293 sqm,274 sqm,5,5,Yes,Yes,Yes,Yes,0.1km,Yes,4 Years,No,0.8 km,5.08,medium,280413
165 sqm,164 sqm,3,2,No,No,Yes,No,5.1km,Yes,9 Years,Yes,3.6 km,1.01,small,144414
145 sqm,136 sqm,2,2,Yes,Yes,No,No,6.6km,No,3 Years,No,6.9 km,2.37,small,103089
216 sqm,205 sqm,4,3,Yes,Yes,Yes,Yes,6.5km,Yes,16 Years,No,4.9 km,1.90,medium,190030
192 sqm,185 sqm,4,3,No,Yes,Yes,Yes,6.1km,Yes,10 Years,No,1.6 km,3.42,medium,169506
238 sqm,210 sqm,5,3,Yes,Yes,Yes,Yes,4.6km,Yes,11 Years,No,5.3 km,2.64,medium,211673
169 sqm,145 sqm,3,4,Yes,No,No,Yes,2.2km,Yes,5 Years,No,4.4 km,1.87,medium,153349
113 sqm,107 sqm,1,1,No,Yes,No,Yes,3.3km,No,18 Years,No,2.5 km,2.85,small,97920
215 sqm,197 sqm,3,4,Yes,Yes,Yes,No,5.2km,No,1 Years,No,1.4 km,1.89,medium,171471
258 sqm,256 sqm,5,3,Yes,No,Yes,Yes,5.1km,Yes,13 Years,No,6.7 km,2.09,small,208112
285 sqm,272 sqm,5,2,Yes,Yes,Yes,Yes,4.5km,Yes,12 Years,No,0.8 km,5.60,medium,240336
165 sqm,155 sqm,3,3,No,No,No,Yes,5.8km,Yes,19 Years,No,2.8 km,0.53,small,135725
278 sqm,262 sqm,4,2,Yes,Yes,Yes,Yes,4.3km,Yes,12 Years,No,0.4 km,4.64,medium,240832
129 sqm,111 sqm,1,1,No,No,No,No,2.5km,No,22 Years,No,0.9 km,0.96,small,94593
201 sqm,201 sqm,4,5,Yes,No,Yes,Yes,3.5km,Yes,10 Years,No,4.4 km,2.53,small,174635
287 sqm,284 sqm,5,5,Yes,No,Yes,Yes,2.1km,Yes,10 Years,No,5.8 km,5.16,small,237630
191 sqm,186 sqm,3,1,Yes,No,No,No,6.6km,Yes,9 Years,Yes,2.4 km,0.92,medium,173289
166 sqm,152 sqm,2,1,No,No,No,Yes,2.4km,No,1 Years,No,2.1 km,2.20,small,129806
178 sqm,163 sqm,2,2,No,Yes,No,Yes,5.5km,No,1 Years,No,2.4 km,2.54,large,146506
169 sqm,156 sqm,3,2,Yes,Yes,No,No,4.8km,Yes,8 Years,No,3.3 km,1.87,medium,142197
232 sqm,200 sqm,3,3,No,Yes,No,No,1.4km,No,16 Years,No,6.8 km,2.29,small,157665
314 sqm,304 sqm,5,2,No,Yes,Yes,No,4.9km,Yes,5 Years,No,4.1 km,5.66,small,237665
288 sqm,254 sqm,4,3,Yes,Yes,Yes,Yes,6.3km,Yes,9 Years,No,0.8 km,3.68,small,249382
340 sqm,290 sqm,5,3,Yes,Yes,Yes,Yes,1.9km,Yes,7 Years,No,4.1 km,3.22,small,290142
188 sqm,186 sqm,3,4,Yes,No,No,Yes,5.7km,No,14 Years,No,5.1 km,1.89,medium,146608
206 sqm,189 sqm,3,4,No,Yes,No,No,1.5km,Yes,15 Years,No,0.9 km,5.27,medium,159464
209 sqm,207 sqm,4,2,Yes,Yes,Yes,Yes,4.2km,Yes,21 Years,No,1.2 km,1.19,small,177342
172 sqm,148 sqm,2,1,No,No,No,No,2.3km,No,15 Years,No,6.5 km,4.42,medium,113652
121 sqm,118 sqm,1,2,No,No,No,No,6.3km,No,6 Years,No,3.2 km,3.50,small,80640
110 sqm,100 sqm,1,1,Yes,No,No,No,6.5km,Yes,17 Years,No,6.8 km,0.17,medium,82092
230 sqm,203 sqm,4,4,Yes,Yes,Yes,Yes,3.4km,Yes,17 Years,No,1.2 km,0.39,medium,216298
143 sqm,132 sqm,1,1,No,Yes,No,No,2.8km,Yes,7 Years,No,5.6 km,5.86,small,111090
183 sqm,173 sqm,2,1,No,Yes,No,Yes,0.7km,No,6 Years,No,1.7 km,5.23,large,163579
226 sqm,215 sqm,3,3,Yes,Yes,Yes,No,0.2km,Yes,11 Years,No,1.7 km,1.98,medium,210203
265 sqm,255 sqm,4,3,Yes,Yes,Yes,No,5.1km,Yes,19 Years,No,1.5 km,2.61,small,200090
421 sqm,389 sqm,7,5,Yes,Yes,Yes,Yes,3.4km,Yes,22 Years,No,2.9 km,4.61,extra_large,342979
151 sqm,142 sqm,3,3,No,Yes,No,No,5.6km,Yes,16 Years,No,0.9 km,4.75,medium,119642
410 sqm,362 sqm,7,7,Yes,Yes,Yes,Yes,2.7km,Yes,15 Years,No,3.2 km,0.40,medium,347023
117 sqm,110 sqm,1,1,No,No,No,No,6.1km,No,15 Years,No,1.9 km,3.09,small,73259
205 sqm,203 sqm,4,5,No,No,No,Yes,1.3km,Yes,18 Years,No,5.5 km,5.21,medium,167198
216 sqm,214 sqm,3,3,No,No,Yes,No,5.9km,Yes,22 Years,No,1.6 km,2.07,large,163013
166 sqm,142 sqm,3,3,Yes,Yes,No,No,4.3km,Yes,10 Years,No,3.5 km,3.16,small,134523
304 sqm,268 sqm,5,4,Yes,Yes,Yes,Yes,4.1km,Yes,9 Years,No,1.6 km,2.58,small,264890
317 sqm,276 sqm,5,3,Yes,Yes,Yes,Yes,4.5km,Yes,16 Years,Yes,3.9 km,2.76,small,304197
128 sqm,112 sqm,1,1,No,No,No,No,1.1km,No,20 Years,No,3.4 km,5.81,small,85093
297 sqm,267 sqm,4,3,Yes,Yes,No,Yes,3.2km,Yes,2 Years,No,2.4 km,3.67,medium,254980
251 sqm,239 sqm,5,5,Yes,Yes,Yes,No,2.4km,Yes,7 Years,No,1.3 km,4.99,medium,216225
315 sqm,281 sqm,5,3,Yes,Yes,Yes,Yes,4.7km,Yes,13 Years,No,5.6 km,0.76,small,266922
154 sqm,149 sqm,3,2,No,No,No,Yes,1.6km,Yes,13 Years,No,1.4 km,4.43,medium,135239
334 sqm,295 sqm,5,4,Yes,Yes,Yes,Yes,2.2km,Yes,6 Years,No,3.7 km,2.11,small,291314
301 sqm,295 sqm,4,2,Yes,Yes,Yes,Yes,6.2km,No,18 Years,No,4.7 km,4.60,small,211264
304 sqm,264 sqm,5,5,Yes,Yes,Yes,Yes,2.4km,Yes,21 Years,No,0.7 km,2.33,small,254959
229 sqm,196 sqm,4,4,Yes,Yes,Yes,Yes,3.2km,Yes,1 Years,No,6.4 km,3.25,small,213259
301 sqm,274 sqm,4,4,Yes,Yes,Yes,No,4.7km,No,14 Years,No,3.1 km,3.06,medium,211332
183 sqm,160 sqm,3,1,No,No,Yes,No,4.2km,No,3 Years,Yes,2.8 km,0.77,large,169796
265 sqm,240 sqm,4,3,Yes,Yes,Yes,Yes,5.1km,No,3 Years,Yes,0.5 km,3.11,small,246977
287 sqm,245 sqm,5,4,Yes,Yes,Yes,Yes,5.9km,Yes,19 Years,No,1.6 km,4.72,small,230689
182 sqm,164 sqm,2,3,No,Yes,No,Yes,5.7km,No,18 Years,No,6.8 km,2.04,medium,138128
150 sqm,148 sqm,1,2,No,No,No,No,6.1km,No,17 Years,No,4.9 km,4.51,small,90323
337 sqm,318 sqm,5,3,Yes,Yes,Yes,Yes,5.5km,Yes,22 Years,No,3.7 km,5.18,small,265508
235 sqm,223 sqm,4,4,Yes,Yes,Yes,No,3.8km,Yes,11 Years,No,1.3 km,3.28,medium,191229
340 sqm,309 sqm,5,2,Yes,Yes,No,Yes,2.6km,Yes,21 Years,No,5.3 km,2.85,small,266217
230 sqm,211 sqm,4,4,Yes,Yes,Yes,Yes,6.7km,No,8 Years,No,6.8 km,0.25,small,182936
497 sqm,439 sqm,7,8,Yes,Yes,Yes,Yes,3.4km,Yes,19 Years,No,3.1 km,4.70,large,410150
360 sqm,359 sqm,5,5,Yes,Yes,Yes,Yes,2.5km,Yes,18 Years,No,3.2 km,5.32,medium,285274
321 sqm,287 sqm,6,7,Yes,Yes,Yes,Yes,3.1km,Yes,6 Years,Yes,2.5 km,5.36,medium,309603
256 sqm,245 sqm,4,4,Yes,Yes,Yes,Yes,4.5km,Yes,10 Years,No,0.9 km,4.61,medium,226431
173 sqm,157 sqm,2,1,No,Yes,No,Yes,4.5km,No,11 Years,No,3.2 km,5.45,small,123955
294 sqm,292 sqm,4,5,Yes,No,Yes,Yes,4.5km,Yes,16 Years,No,2.1 km,0.68,medium,240637
300 sqm,292 sqm,5,2,Yes,Yes,Yes,Yes,4.1km,Yes,17 Years,No,3.6 km,1.83,small,252552
256 sqm,243 sqm,4,4,Yes,Yes,Yes,Yes,0.1km,No,3 Years,No,5.3 km,1.64,small,221797
235 sqm,203 sqm,4,4,No,Yes,Yes,Yes,3.6km,Yes,3 Years,No,3.6 km,4.98,medium,209576
165 sqm,146 sqm,3,3,Yes,No,Yes,No,6.1km,No,10 Years,No,2.9 km,4.53,large,124165
303 sqm,271 sqm,4,3,Yes,Yes,Yes,Yes,5.4km,Yes,2 Years,No,1.1 km,3.11,small,259452
169 sqm,156 sqm,2,2,Yes,Yes,No,No,6.2km,No,21 Years,No,6.5 km,2.63,small,108676
280 sqm,260 sqm,4,4,No,Yes,Yes,Yes,6.7km,Yes,17 Years,No,2.8 km,2.97,small,231117
263 sqm,247 sqm,4,3,Yes,Yes,Yes,Yes,0.1km,Yes,18 Years,No,4.9 km,2.40,medium,246318
146 sqm,131 sqm,1,2,No,Yes,No,No,0.4km,No,22 Years,No,1.5 km,0.41,small,124949
211 sqm,186 sqm,3,2,Yes,Yes,No,No,3.3km,No,9 Years,No,0.6 km,5.34,medium,152813
152 sqm,135 sqm,3,4,No,No,No,Yes,1.1km,No,6 Years,No,3.3 km,4.03,small,123624
137 sqm,131 sqm,1,2,No,No,No,No,1.8km,No,1 Years,No,3.5 km,1.22,small,106898
267 sqm,240 sqm,5,5,Yes,Yes,Yes,Yes,1.2km,Yes,10 Years,No,1.4 km,2.65,small,239957
175 sqm,164 sqm,3,4,No,No,Yes,No,6.2km,No,7 Years,No,6.6 km,3.53,large,117941
284 sqm,253 sqm,5,3,No,Yes,Yes,Yes,2.2km,No,3 Years,No,3.3 km,3.32,small,226460
124 sqm,123 sqm,1,1,No,No,No,No,5.2km,No,8 Years,No,2.9 km,0.83,small,84013
221 sqm,190 sqm,3,4,Yes,Yes,Yes,No,2.7km,No,16 Years,Yes,3.3 km,2.24,medium,204873
216 sqm,202 sqm,4,4,Yes,Yes,No,Yes,1.2km,Yes,22 Years,No,6.3 km,0.06,medium,192404
222 sqm,221 sqm,4,5,Yes,No,Yes,Yes,4.7km,Yes,2 Years,No,3.3 km,4.77,small,188729
215 sqm,212 sqm,4,3,Yes,Yes,No,Yes,4.1km,No,21 Years,No,5.8 km,4.16,small,159951
293 sqm,273 sqm,5,2,Yes,Yes,Yes,Yes,0.2km,Yes,17 Years,No,0.3 km,1.09,small,268572
161 sqm,143 sqm,2,1,No,No,Yes,No,4.1km,No,4 Years,No,4.1 km,0.35,medium,125420
201 sqm,193 sqm,3,2,No,No,No,No,4.6km,No,16 Years,No,1.1 km,5.97,small,122177
318 sqm,279 sqm,5,3,Yes,Yes,Yes,No,1.4km,Yes,5 Years,No,2.7 km,5.05,small,255561
270 sqm,253 sqm,4,2,Yes,Yes,No,Yes,4.6km,Yes,18 Years,No,5.3 km,0.51,small,213956
247 sqm,236 sqm,5,4,No,Yes,Yes,Yes,5.3km,Yes,7 Years,No,2.1 km,5.58,small,204578
265 sqm,231 sqm,4,5,Yes,Yes,Yes,Yes,0.4km,Yes,9 Years,Yes,0.5 km,2.15,small,278178
253 sqm,250 sqm,4,5,No,Yes,Yes,Yes,1.3km,Yes,20 Years,No,6.3 km,3.61,small,208624
542 sqm,537 sqm,7,7,Yes,Yes,Yes,Yes,4.3km,Yes,5 Years,No,5.4 km,1.55,medium,442963
123 sqm,123 sqm,1,1,Yes,No,No,No,0.6km,No,21 Years,No,1.5 km,2.54,medium,97975
122 sqm,111 sqm,1,1,No,Yes,No,No,3.3km,No,15 Years,No,1.5 km,1.09,medium,97123
200 sqm,195 sqm,3,4,No,No,Yes,No,2.1km,Yes,16 Years,No,2.1 km,5.46,large,158833
232 sqm,228 sqm,5,2,Yes,Yes,No,Yes,4.6km,Yes,3 Years,No,4.6 km,5.42,medium,206522
229 sqm,206 sqm,3,2,Yes,No,No,No,3.7km,No,18 Years,No,1.5 km,1.80,large,158783
275 sqm,253 sqm,4,4,Yes,Yes,Yes,Yes,3.8km,No,22 Years,No,3.2 km,5.74,small,206450
276 sqm,271 sqm,5,2,Yes,Yes,Yes,Yes,3.2km,Yes,9 Years,No,4.5 km,3.14,medium,238341
282 sqm,255 sqm,5,5,Yes,Yes,Yes,No,4.9km,Yes,5 Years,No,1.4 km,0.20,medium,235811
301 sqm,290 sqm,5,3,Yes,Yes,Yes,Yes,0.3km,Yes,6 Years,No,1.4 km,5.27,small,271236
361 sqm,327 sqm,6,4,Yes,Yes,Yes,Yes,0.5km,No,4 Years,No,2.8 km,3.16,medium,299391
213 sqm,191 sqm,4,5,Yes,Yes,Yes,Yes,4.6km,Yes,14 Years,No,4.3 km,3.19,small,188032
282 sqm,241 sqm,4,4,Yes,Yes,Yes,No,6.8km,Yes,16 Years,No,4.5 km,5.72,small,210328
238 sqm,229 sqm,5,3,Yes,Yes,Yes,Yes,0.5km,Yes,21 Years,No,5.3 km,0.29,medium,214802
199 sqm,190 sqm,4,3,Yes,Yes,Yes,Yes,3.9km,Yes,12 Years,No,5.9 km,5.92,medium,170845
462 sqm,431 sqm,7,7,Yes,Yes,Yes,Yes,4.9km,Yes,1 Years,No,6.7 km,2.41,extra_large,397105
139 sqm,127 sqm,1,2,No,No,Yes,No,4.5km,No,8 Years,No,0.9 km,0.02,medium,109765
113 sqm,102 sqm,1,2,No,Yes,No,No,5.9km,No,16 Years,No,4.1 km,2.94,small,79384
300 sqm,265 sqm,4,2,Yes,Yes,Yes,Yes,5.9km,Yes,10 Years,No,4.7 km,0.67,medium,259138
150 sqm,145 sqm,1,2,Yes,No,No,No,3.6km,Yes,8 Years,No,6.2 km,0.66,small,115801
245 sqm,220 sqm,4,3,No,Yes,Yes,No,5.7km,Yes,13 Years,No,2.3 km,4.62,medium,190805
190 sqm,167 sqm,3,1,No,Yes,No,Yes,1.9km,No,16 Years,Yes,0.1 km,2.39,large,187984
204 sqm,204 sqm,3,1,No,No,No,Yes,3.5km,No,21 Years,No,0.4 km,0.53,small,160866
229 sqm,222 sqm,4,2,Yes,Yes,Yes,Yes,4.2km,No,13 Years,No,5.8 km,5.69,large,180488
106 sqm,100 sqm,1,1,Yes,Yes,No,No,4.6km,No,11 Years,No,4.7 km,3.03,medium,81292
305 sqm,287 sqm,6,4,Yes,Yes,Yes,Yes,6.9km,Yes,6 Years,No,0.4 km,0.42,medium,279286
114 sqm,98 sqm,1,2,Yes,Yes,No,No,2.3km,No,14 Years,Yes,0.9 km,1.61,small,104317
302 sqm,291 sqm,5,3,Yes,Yes,Yes,Yes,5.4km,Yes,16 Years,No,3.3 km,0.20,medium,253123
221 sqm,196 sqm,3,1,Yes,Yes,No,No,6.9km,Yes,14 Years,No,6.5 km,1.34,medium,173442
327 sqm,300 sqm,5,4,Yes,Yes,Yes,Yes,5.9km,Yes,16 Years,No,2.4 km,1.26,medium,282086
205 sqm,199 sqm,4,2,No,Yes,Yes,Yes,3.3km,No,9 Years,No,6.4 km,5.47,large,156838
244 sqm,222 sqm,4,3,Yes,Yes,Yes,Yes,0.7km,No,7 Years,No,2.3 km,0.73,medium,215734
352 sqm,352 sqm,5,4,Yes,Yes,Yes,Yes,1.1km,No,20 Years,No,2.5 km,5.93,small,251200
465 sqm,422 sqm,7,4,Yes,Yes,Yes,Yes,1.6km,Yes,3 Years,No,4.4 km,5.18,medium,389276
