land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
188,186,3,4,1,0,0,1,5.7,0,14,0,5.1,1.89,1,146608
206,189,3,4,0,1,0,0,1.5,1,15,0,0.9,5.27,1,159464
209,207,4,2,1,1,1,1,4.2,1,21,0,1.2,1.19,0,177342
172,148,2,1,0,0,0,0,2.3,0,15,0,6.5,4.42,1,113652
121,118,1,2,0,0,0,0,6.3,0,6,0,3.2,3.50,0,80640
110,100,1,1,1,0,0,0,6.5,1,17,0,6.8,0.17,1,82092
230,203,4,4,1,1,1,1,3.4,1,17,0,1.2,0.39,1,216298
143,132,1,1,0,1,0,0,2.8,1,7,0,5.6,5.86,0,111090
183,173,2,1,0,1,0,1,0.7,0,6,0,1.7,5.23,2,163579
226,215,3,3,1,1,1,0,0.2,1,11,0,1.7,1.98,1,210203
265,255,4,3,1,1,1,0,5.1,1,19,0,1.5,2.61,0,200090
421,389,7,5,1,1,1,1,3.4,1,22,0,2.9,4.61,3,342979
151,142,3,3,0,1,0,0,5.6,1,16,0,0.9,4.75,1,119642
410,362,7,7,1,1,1,1,2.7,1,15,0,3.2,0.40,1,347023
117,110,1,1,0,0,0,0,6.1,0,15,0,1.9,3.09,0,73259
205,203,4,5,0,0,0,1,1.3,1,18,0,5.5,5.21,1,167198
216,214,3,3,0,0,1,0,5.9,1,22,0,1.6,2.07,2,163013
166,142,3,3,1,1,0,0,4.3,1,10,0,3.5,3.16,0,134523
304,268,5,4,1,1,1,1,4.1,1,9,0,1.6,2.58,0,264890
317,276,5,3,1,1,1,1,4.5,1,16,1,3.9,2.76,0,304197
128,112,1,1,0,0,0,0,1.1,0,20,0,3.4,5.81,0,85093
297,267,4,3,1,1,0,1,3.2,1,2,0,2.4,3.67,1,254980
251,239,5,5,1,1,1,0,2.4,1,7,0,1.3,4.99,1,216225
315,281,5,3,1,1,1,1,4.7,1,13,0,5.6,0.76,0,266922
154,149,3,2,0,0,0,1,1.6,1,13,0,1.4,4.43,1,135239
334,295,5,4,1,1,1,1,2.2,1,6,0,3.7,2.11,0,291314
301,295,4,2,1,1,1,1,6.2,0,18,0,4.7,4.60,0,211264
304,264,5,5,1,1,1,1,2.4,1,21,0,0.7,2.33,0,254959
229,196,4,4,1,1,1,1,3.2,1,1,0,6.4,3.25,0,213259
301,274,4,4,1,1,1,0,4.7,0,14,0,3.1,3.06,1,211332
183,160,3,1,0,0,1,0,4.2,0,3,1,2.8,0.77,2,169796
265,240,4,3,1,1,1,1,5.1,0,3,1,0.5,3.11,0,246977
287,245,5,4,1,1,1,1,5.9,1,19,0,1.6,4.72,0,230689
182,164,2,3,0,1,0,1,5.7,0,18,0,6.8,2.04,1,138128
150,148,1,2,0,0,0,0,6.1,0,17,0,4.9,4.51,0,90323
337,318,5,3,1,1,1,1,5.5,1,22,0,3.7,5.18,0,265508
235,223,4,4,1,1,1,0,3.8,1,11,0,1.3,3.28,1,191229
340,309,5,2,1,1,0,1,2.6,1,21,0,5.3,2.85,0,266217
230,211,4,4,1,1,1,1,6.7,0,8,0,6.8,0.25,0,182936
497,439,7,8,1,1,1,1,3.4,1,19,0,3.1,4.70,2,410150
360,359,5,5,1,1,1,1,2.5,1,18,0,3.2,5.32,1,285274
321,287,6,7,1,1,1,1,3.1,1,6,1,2.5,5.36,1,309603
256,245,4,4,1,1,1,1,4.5,1,10,0,0.9,4.61,1,226431
173,157,2,1,0,1,0,1,4.5,0,11,0,3.2,5.45,0,123955
294,292,4,5,1,0,1,1,4.5,1,16,0,2.1,0.68,1,240637
300,292,5,2,1,1,1,1,4.1,1,17,0,3.6,1.83,0,252552
256,243,4,4,1,1,1,1,0.1,0,3,0,5.3,1.64,0,221797
235,203,4,4,0,1,1,1,3.6,1,3,0,3.6,4.98,1,209576
165,146,3,3,1,0,1,0,6.1,0,10,0,2.9,4.53,2,124165
303,271,4,3,1,1,1,1,5.4,1,2,0,1.1,3.11,0,259452
169,156,2,2,1,1,0,0,6.2,0,21,0,6.5,2.63,0,108676
280,260,4,4,0,1,1,1,6.7,1,17,0,2.8,2.97,0,231117
263,247,4,3,1,1,1,1,0.1,1,18,0,4.9,2.40,1,246318
146,131,1,2,0,1,0,0,0.4,0,22,0,1.5,0.41,0,124949
211,186,3,2,1,1,0,0,3.3,0,9,0,0.6,5.34,1,152813
152,135,3,4,0,0,0,1,1.1,0,6,0,3.3,4.03,0,123624
137,131,1,2,0,0,0,0,1.8,0,1,0,3.5,1.22,0,106898
267,240,5,5,1,1,1,1,1.2,1,10,0,1.4,2.65,0,239957
175,164,3,4,0,0,1,0,6.2,0,7,0,6.6,3.53,2,117941
284,253,5,3,0,1,1,1,2.2,0,3,0,3.3,3.32,0,226460
124,123,1,1,0,0,0,0,5.2,0,8,0,2.9,0.83,0,84013
221,190,3,4,1,1,1,0,2.7,0,16,1,3.3,2.24,1,204873
216,202,4,4,1,1,0,1,1.2,1,22,0,6.3,0.06,1,192404
222,221,4,5,1,0,1,1,4.7,1,2,0,3.3,4.77,0,188729
215,212,4,3,1,1,0,1,4.1,0,21,0,5.8,4.16,0,159951
293,273,5,2,1,1,1,1,0.2,1,17,0,0.3,1.09,0,268572
161,143,2,1,0,0,1,0,4.1,0,4,0,4.1,0.35,1,125420
201,193,3,2,0,0,0,0,4.6,0,16,0,1.1,5.97,0,122177
318,279,5,3,1,1,1,0,1.4,1,5,0,2.7,5.05,0,255561
270,253,4,2,1,1,0,1,4.6,1,18,0,5.3,0.51,0,213956
247,236,5,4,0,1,1,1,5.3,1,7,0,2.1,5.58,0,204578
265,231,4,5,1,1,1,1,0.4,1,9,1,0.5,2.15,0,278178
253,250,4,5,0,1,1,1,1.3,1,20,0,6.3,3.61,0,208624
542,537,7,7,1,1,1,1,4.3,1,5,0,5.4,1.55,1,442963
123,123,1,1,1,0,0,0,0.6,0,21,0,1.5,2.54,1,97975
122,111,1,1,0,1,0,0,3.3,0,15,0,1.5,1.09,1,97123
200,195,3,4,0,0,1,0,2.1,1,16,0,2.1,5.46,2,158833
232,228,5,2,1,1,0,1,4.6,1,3,0,4.6,5.42,1,206522
229,206,3,2,1,0,0,0,3.7,0,18,0,1.5,1.80,2,158783
275,253,4,4,1,1,1,1,3.8,0,22,0,3.2,5.74,0,206450
276,271,5,2,1,1,1,1,3.2,1,9,0,4.5,3.14,1,238341
282,255,5,5,1,1,1,0,4.9,1,5,0,1.4,0.20,1,235811
301,290,5,3,1,1,1,1,0.3,1,6,0,1.4,5.27,0,271236
361,327,6,4,1,1,1,1,0.5,0,4,0,2.8,3.16,1,299391
213,191,4,5,1,1,1,1,4.6,1,14,0,4.3,3.19,0,188032
282,241,4,4,1,1,1,0,6.8,1,16,0,4.5,5.72,0,210328
238,229,5,3,1,1,1,1,0.5,1,21,0,5.3,0.29,1,214802
199,190,4,3,1,1,1,1,3.9,1,12,0,5.9,5.92,1,170845
462,431,7,7,1,1,1,1,4.9,1,1,0,6.7,2.41,3,397105
139,127,1,2,0,0,1,0,4.5,0,8,0,0.9,0.02,1,109765
113,102,1,2,0,1,0,0,5.9,0,16,0,4.1,2.94,0,79384
300,265,4,2,1,1,1,1,5.9,1,10,0,4.7,0.67,1,259138
150,145,1,2,1,0,0,0,3.6,1,8,0,6.2,0.66,0,115801
245,220,4,3,0,1,1,0,5.7,1,13,0,2.3,4.62,1,190805
190,167,3,1,0,1,0,1,1.9,0,16,1,0.1,2.39,2,187984
204,204,3,1,0,0,0,1,3.5,0,21,0,0.4,0.53,0,160866
229,222,4,2,1,1,1,1,4.2,0,13,0,5.8,5.69,2,180488
106,100,1,1,1,1,0,0,4.6,0,11,0,4.7,3.03,1,81292
305,287,6,4,1,1,1,1,6.9,1,6,0,0.4,0.42,1,279286
114,98,1,2,1,1,0,0,2.3,0,14,1,0.9,1.61,0,104317
302,291,5,3,1,1,1,1,5.4,1,16,0,3.3,0.20,1,253123
221,196,3,1,1,1,0,0,6.9,1,14,0,6.5,1.34,1,173442
327,300,5,4,1,1,1,1,5.9,1,16,0,2.4,1.26,1,282086
205,199,4,2,0,1,1,1,3.3,0,9,0,6.4,5.47,2,156838
244,222,4,3,1,1,1,1,0.7,0,7,0,2.3,0.73,1,215734
352,352,5,4,1,1,1,1,1.1,0,20,0,2.5,5.93,0,251200
465,422,7,4,1,1,1,1,1.6,1,3,0,4.4,5.18,1,389276
297,254,4,2,0,1,1,1,2.4,0,20,0,5.2,1.58,1,233764
123,109,1,2,1,0,0,0,4.4,0,12,0,0.2,5.71,0,81970
523,518,7,4,1,1,1,1,6.4,1,11,0,0.8,3.02,3,421836
341,296,5,3,1,1,1,0,3.3,1,10,0,6.6,5.12,1,269148
125,124,1,2,0,0,1,0,4.1,0,12,0,1.1,4.29,0,83615
119,114,1,2,1,0,0,0,3.5,1,20,0,4.2,4.98,1,86036
348,311,5,5,0,1,1,1,3.5,1,13,0,6.3,0.17,1,290403
282,272,5,4,1,1,1,1,6.5,1,18,0,3.4,1.36,0,231205
333,307,5,3,1,1,1,1,6.8,1,21,0,4.4,5.99,0,260258
220,215,3,1,0,0,0,0,6.6,0,20,0,6.7,3.83,2,134915
258,227,4,2,1,1,1,1,5.5,1,4,0,6.1,4.35,2,236815
273,242,5,3,1,1,1,1,5.1,1,4,0,4.8,4.54,0,236549
167,144,2,3,1,0,0,1,5.3,0,17,1,3.1,3.46,2,148513
200,200,3,4,1,0,0,0,6.8,0,1,0,6.5,0.55,2,143354
264,229,4,2,1,1,1,1,4.6,0,20,0,2.2,4.31,1,198294
106,95,1,2,1,1,0,0,2.2,0,6,1,5.9,5.50,1,92886
252,237,4,3,1,1,0,1,5.5,1,10,0,1.9,5.46,2,214352
198,193,4,2,1,0,1,0,1.7,1,13,0,2.6,1.78,2,168933
210,197,4,3,1,1,1,1,0.5,1,10,0,5.3,1.92,2,207116
140,126,1,1,0,0,0,0,0.5,0,1,0,2.7,1.44,1,108908
209,179,3,2,1,1,0,0,3.9,1,10,1,2.3,4.67,2,195636
275,246,4,5,1,1,1,1,0.1,1,22,0,0.2,0.40,2,275476
337,318,5,4,1,1,1,1,4.3,1,2,0,3.6,2.30,2,295851
547,501,7,8,1,1,1,1,0.1,1,10,0,6.6,3.71,0,436648
145,143,1,2,0,0,0,0,1.5,0,7,0,3.8,1.91,0,108924
281,255,4,3,1,1,1,1,4.7,0,19,0,3.5,5.20,2,216315
253,229,4,2,1,1,1,0,5.1,1,4,0,4.7,0.25,1,218512
541,469,7,8,1,1,1,1,2.3,1,9,0,5.5,1.95,2,452774
189,189,3,4,1,0,0,1,0.4,1,17,0,2.3,1.67,0,177270
174,160,2,3,1,1,0,1,2.1,0,14,0,4.1,2.35,1,144421
199,198,3,1,0,0,0,0,4.7,1,5,0,0.6,4.73,1,155102
238,219,4,4,1,1,0,1,2.3,1,3,0,0.1,2.47,2,224645
266,238,5,5,0,1,1,1,4.6,1,2,0,0.1,3.61,1,246371
305,275,4,5,1,1,1,0,2.1,0,8,0,0.9,1.86,1,235295
238,225,4,5,1,1,0,1,0.1,1,8,0,3.7,2.14,1,227194
351,321,5,3,1,1,1,1,1.8,0,6,0,4.2,5.14,1,267069
266,263,4,2,1,1,1,1,6.1,1,17,0,6.5,5.17,2,221181
222,222,4,5,1,1,0,1,4.8,0,22,0,2.7,2.25,1,177497
122,121,2,3,0,0,1,0,0.7,0,18,0,0.3,5.41,1,93031
239,226,5,3,1,1,1,1,3.6,1,20,0,1.6,0.97,2,219944
178,154,2,1,0,1,0,0,0.1,0,11,0,2.2,0.23,0,136680
199,172,4,3,1,1,0,1,5.9,1,11,0,5.8,2.02,2,173375
592,518,7,5,1,1,1,1,5.3,1,20,0,4.1,5.29,2,462464
210,205,4,4,1,1,1,1,3.3,1,7,0,5.9,3.90,1,183988
269,253,4,4,1,1,1,1,5.3,0,2,0,2.5,4.45,1,208448
293,275,5,3,1,1,1,1,1.6,1,2,0,3.1,5.41,1,255478
134,125,1,1,1,1,0,0,5.5,0,19,0,6.6,0.83,0,93962
310,268,4,2,1,1,0,1,1.9,1,8,0,3.3,1.02,1,268550
150,138,1,2,0,1,0,0,2.6,0,21,0,5.2,5.77,0,98954
303,271,6,4,1,1,1,1,2.5,1,5,0,1.7,3.27,1,271240
294,260,4,3,1,1,1,0,2.8,1,22,0,0.2,4.79,2,244117
313,286,5,3,1,1,1,0,2.7,0,15,0,6.5,4.48,2,217061
211,188,3,3,0,1,0,1,0.7,0,11,0,4.1,3.24,1,174751
345,342,5,5,1,1,1,1,6.9,1,14,0,3.8,4.24,1,270050
555,545,7,5,1,1,1,1,1.8,1,1,0,4.3,4.61,2,465474
306,279,5,2,1,1,1,1,1.2,1,21,0,1.1,2.82,2,275227
258,253,4,2,1,1,0,1,6.4,1,15,0,2.7,3.56,2,216373
228,197,4,3,1,1,1,1,1.9,1,10,0,1.8,4.84,2,213272
324,293,5,2,1,1,1,1,2.7,1,4,0,2.2,5.40,1,280921
277,274,5,5,1,0,1,1,4.3,1,18,0,2.3,2.91,1,223126
134,127,2,3,0,1,1,0,4.9,0,20,0,4.5,2.75,1,100626
338,315,6,5,1,1,1,1,1.2,1,20,0,6.5,0.59,0,284950
274,235,4,2,1,1,1,1,6.7,0,7,1,2.5,0.48,2,257636
217,216,4,3,1,1,0,0,5.6,1,4,1,5.7,1.91,1,199060
279,260,4,3,1,1,0,1,0.8,1,22,0,3.1,4.40,1,228505
139,127,1,2,0,0,0,0,6.2,1,19,0,2.1,1.97,0,99448
221,211,4,3,1,1,1,1,0.9,1,4,0,3.5,3.20,1,209507
196,189,4,4,1,1,1,1,4.6,1,10,0,5.8,1.73,1,181160
293,254,5,5,1,1,0,0,3.3,1,2,0,2.9,3.27,2,244179
246,221,4,3,1,1,1,1,1.2,1,5,0,5.1,3.53,2,229984
152,151,3,2,0,0,1,0,3.9,1,7,0,0.4,5.97,0,114839
201,180,4,5,1,1,1,1,5.7,1,1,0,6.4,1.61,1,182184
102,91,1,2,0,1,0,0,6.6,0,5,0,6.8,1.80,0,68794
404,365,6,4,1,1,1,1,3.1,1,21,0,4.5,3.91,0,318141
190,179,3,3,1,1,1,0,6.9,1,17,0,3.4,2.36,1,148956
584,509,7,6,1,1,1,1,3.5,1,11,0,5.2,0.35,3,478267
240,230,3,3,1,1,1,0,3.2,0,4,0,0.8,3.32,0,176495
301,287,4,3,1,1,1,1,4.1,1,13,0,1.7,4.06,1,249095
250,230,5,4,1,1,1,1,3.4,1,6,0,1.8,2.37,2,229479
229,195,4,4,1,1,1,1,6.6,1,15,0,4.4,0.11,1,210232
110,99,1,1,0,0,1,0,6.9,0,22,0,5.7,5.20,0,68727
181,161,2,3,1,1,0,1,3.2,1,12,0,0.2,4.40,1,161613
542,505,7,4,1,1,1,1,5.9,1,15,0,2.5,1.19,2,431018
157,145,3,2,0,1,0,0,3.2,1,2,0,4.4,4.52,2,124535
289,269,5,3,1,1,1,1,4.3,1,21,0,2.3,5.28,2,241591
117,104,1,1,1,0,0,0,4.8,1,13,0,5.4,3.11,0,82579
307,301,4,4,1,1,0,1,6.2,1,10,0,2.9,0.56,2,275159
297,268,4,4,1,1,0,1,0.2,1,5,0,0.5,2.31,1,267067
333,289,5,4,1,1,1,0,0.5,1,1,0,4.7,3.99,2,294463
692,593,8,9,1,1,1,1,0.1,1,2,0,3.4,5.27,3,560537
294,267,4,3,1,1,1,0,4.6,0,3,0,0.7,0.44,1,233537
120,111,1,1,1,1,0,0,6.5,0,21,0,0.2,3.01,1,88804
337,303,5,4,1,1,1,1,5.8,1,8,0,3.4,4.24,1,274690
285,243,5,2,1,1,0,0,2.9,0,6,0,3.9,0.35,1,209426
221,211,4,4,1,1,1,1,5.6,0,12,0,1.4,0.51,2,185603
357,356,5,5,1,1,1,1,2.3,0,1,0,4.3,1.48,2,285419
304,264,5,5,1,1,0,1,4.1,1,15,0,4.3,3.01,2,252010
200,180,4,5,1,1,1,1,2.2,1,1,1,5.7,5.34,1,208555
344,297,6,5,1,1,1,1,1.9,1,20,0,6.4,1.26,1,287482
114,99,1,2,0,1,0,0,1.6,1,9,0,2.2,1.10,1,103316
741,692,8,6,1,1,1,1,1.7,1,2,0,0.7,1.46,2,655691
233,218,4,4,1,1,1,1,1.6,1,11,0,1.6,0.80,1,215876
124,121,1,1,1,0,0,0,5.5,0,6,0,0.9,4.74,1,89499
185,163,2,3,0,0,1,0,0.9,0,5,0,0.6,3.81,1,151323
448,383,6,4,1,1,1,1,4.1,1,10,0,5.2,0.09,1,366821
234,223,3,1,1,1,0,0,3.6,0,7,0,3.9,2.56,1,171403
276,248,4,2,1,1,1,0,5.7,1,18,0,6.5,5.47,1,196513
310,305,4,2,1,1,1,1,4.3,1,6,0,3.9,0.47,1,270816
311,270,5,4,1,1,1,0,1.5,1,8,0,5.3,3.05,1,254909
406,371,6,5,1,1,1,1,4.7,0,20,0,2.9,4.08,0,283861
368,334,6,6,1,1,1,1,5.2,1,13,0,1.3,5.09,0,296196
218,188,3,4,1,1,0,1,6.5,1,10,0,1.3,5.75,1,189434
232,214,3,3,1,1,0,1,4.5,1,21,0,2.4,4.61,0,184273
356,329,5,2,1,1,1,1,2.9,1,2,0,3.1,1.09,2,314239
276,250,5,4,1,1,1,1,4.4,1,9,0,3.3,4.86,2,241318
262,226,5,5,1,1,1,1,6.5,1,15,0,2.9,1.88,2,241104
244,220,4,4,1,1,1,1,6.5,1,13,0,3.7,1.74,1,212110
308,290,5,3,1,1,1,1,4.1,1,21,0,1.5,5.16,1,251576
305,276,4,5,1,1,0,1,1.7,0,4,0,2.3,5.22,1,234218
236,235,5,2,1,1,1,1,0.2,0,7,0,0.9,4.79,2,212364
190,165,4,3,1,1,1,1,4.4,1,13,0,0.6,2.57,1,184878
243,214,4,3,1,1,0,1,4.6,1,7,0,0.7,5.44,1,203764
142,137,1,1,0,0,0,0,5.2,0,18,0,5.8,1.29,1,87866
192,174,3,2,1,1,0,1,6.2,1,12,0,4.7,4.83,1,157987
219,190,4,4,0,1,1,0,3.4,1,4,0,1.3,5.53,1,180505
137,124,1,2,1,1,0,0,3.4,0,5,0,5.9,5.75,1,97284
359,313,5,2,1,1,1,1,5.3,1,9,0,4.6,0.79,2,316883
111,110,1,2,1,0,0,0,6.1,0,5,0,0.4,5.27,1,74014
239,220,3,3,0,1,0,1,5.1,0,16,0,0.5,3.43,1,174963
353,338,6,5,1,1,1,1,0.4,1,21,1,6.6,3.36,1,340801
260,241,5,4,0,1,1,1,1.7,1,17,0,2.4,5.20,1,231096
503,438,7,5,1,1,1,1,2.9,1,3,0,0.9,3.03,2,430523
254,244,5,4,1,1,1,1,1.4,1,15,0,2.7,3.16,1,220982
245,219,5,4,1,1,1,1,1.5,1,12,0,1.8,2.71,2,243797
336,299,5,4,1,1,1,1,3.1,1,20,0,1.8,5.03,1,275366
209,182,3,4,1,1,1,0,0.8,1,1,0,6.8,1.71,2,204144
289,250,5,5,1,1,1,0,6.1,1,5,0,0.4,3.12,2,251029
412,380,6,6,1,1,1,1,6.7,1,6,0,4.5,3.21,1,336692
426,413,6,7,1,1,1,1,0.9,1,10,0,4.5,5.70,1,349184
163,162,2,1,0,0,0,0,3.4,0,7,0,5.7,2.80,2,109854
269,243,4,2,1,1,1,1,4.4,1,9,0,1.8,4.86,1,237447
230,224,3,1,1,0,1,0,3.9,0,16,0,1.4,1.16,2,170800
144,133,1,1,0,0,0,0,5.8,0,19,0,0.3,5.33,1,90954
252,219,5,4,1,1,1,1,5.1,1,11,0,0.7,2.38,2,232066
143,142,1,1,1,0,0,0,4.7,0,10,0,2.8,1.20,1,97666
310,275,4,4,1,1,1,1,0.2,1,6,0,0.3,4.31,2,292658
295,291,5,2,1,0,1,1,2.8,1,19,0,2.7,4.77,2,241445
368,331,6,6,1,1,1,1,0.8,1,8,0,3.8,1.39,2,338804
101,96,1,1,0,0,0,0,1.2,0,4,0,2.2,1.03,0,80127
285,269,5,5,1,1,1,1,6.2,1,14,0,5.9,5.09,1,235851
140,127,1,2,1,0,0,0,6.6,0,10,0,6.5,2.04,0,90166
166,149,3,1,1,1,0,0,5.4,0,8,0,6.5,0.57,0,117435
503,477,7,4,1,1,1,1,0.2,1,12,0,1.7,5.34,2,435451
126,115,2,2,0,1,0,1,0.2,0,9,0,5.4,1.94,0,119442
711,573,8,6,1,1,1,1,0.7,1,21,0,4.3,1.30,2,571973
213,188,3,1,1,0,0,0,6.4,0,1,0,5.1,5.17,0,138123
156,152,3,1,1,0,0,1,4.4,1,13,0,2.6,1.14,2,142196
212,209,3,1,0,0,0,1,5.7,0,19,0,0.4,1.58,0,156903
199,170,3,4,1,1,0,0,2.8,0,9,0,1.6,4.53,0,145471
431,413,6,5,1,1,1,1,1.8,1,2,0,5.2,0.30,2,384235
215,190,3,1,1,1,1,0,2.1,1,6,0,0.1,2.78,2,196649
271,260,4,2,0,1,1,1,1.8,0,12,0,1.5,1.38,2,215829
124,109,1,1,1,0,0,0,1.4,0,14,0,2.1,0.55,0,89749
144,134,1,2,0,0,0,0,1.9,0,16,0,3.8,0.08,1,100634
268,258,4,5,1,1,1,0,4.6,1,4,0,3.8,3.83,1,222078
286,268,4,4,1,1,1,1,4.8,0,2,0,1.1,0.35,1,237795
138,134,2,1,0,0,0,1,0.4,0,17,1,6.8,3.76,0,127755
161,160,3,1,1,0,1,0,4.5,1,12,0,5.5,1.89,0,119799
312,298,5,3,1,1,1,1,4.5,1,4,0,4.7,2.61,2,280951
323,297,5,2,1,1,1,1,3.1,1,1,0,3.9,0.54,1,286871
250,233,4,5,1,1,0,1,0.5,1,22,0,2.5,0.10,1,222390
200,189,3,4,1,1,0,1,3.9,1,17,0,4.2,5.72,0,165674
255,235,4,2,1,1,1,1,5.8,1,12,0,6.4,1.91,1,223206
126,117,1,1,0,0,0,0,4.1,1,1,0,4.7,3.18,0,88569
201,184,3,3,0,1,0,0,5.5,0,4,0,2.3,0.58,0,145079
169,162,2,3,0,1,0,0,2.9,0,7,1,2.8,1.24,0,143693
164,159,3,1,1,0,0,0,0.2,1,20,1,3.7,1.16,2,163842
186,178,2,2,0,1,0,1,6.2,0,4,0,1.5,1.33,0,146814
356,325,5,2,1,1,1,1,0.7,1,1,0,3.6,2.42,1,308820
130,129,2,3,1,0,1,0,4.2,0,20,1,6.3,3.04,0,97558
539,532,8,8,1,1,1,1,5.4,1,12,0,5.5,4.71,3,427263
198,196,3,1,0,0,0,0,2.4,1,14,0,5.2,0.80,2,155167
296,283,4,2,1,1,1,1,1.7,1,12,0,1.7,0.81,2,267710
336,295,5,4,1,1,1,1,5.2,1,18,0,5.9,1.09,2,287443
122,122,1,2,0,0,0,0,2.2,0,16,0,2.9,3.18,0,81817
234,199,5,3,1,1,1,1,2.6,1,7,0,6.7,5.78,2,219751
265,240,5,3,1,1,1,1,5.8,1,14,0,3.9,2.23,1,232806
190,188,4,5,1,1,1,1,6.9,1,15,0,1.3,2.88,2,167133
291,274,5,3,1,1,1,1,3.8,1,22,0,6.5,0.66,1,246247
239,230,3,1,1,1,0,1,3.5,0,9,0,0.8,2.27,2,207221
310,269,5,2,1,1,1,1,4.5,1,13,1,6.3,1.33,2,307616
411,388,7,5,1,1,1,1,4.6,1,22,0,1.7,0.16,2,346824
673,664,8,9,1,1,1,1,6.9,1,5,0,4.2,1.94,2,559431
170,163,3,3,0,0,1,0,1.2,1,14,0,1.9,3.82,2,133385
310,280,4,5,1,1,1,0,2.5,1,12,0,1.1,3.20,2,259450
172,157,3,1,1,1,1,0,5.9,1,13,1,4.2,4.18,1,158872
160,154,3,4,1,1,1,0,1.2,0,2,0,2.7,3.50,2,131530
519,442,7,4,1,1,1,1,0.4,1,16,0,6.6,4.99,2,430990
277,251,4,4,0,1,1,1,6.3,1,21,0,3.4,2.03,1,233829
188,165,3,3,1,1,0,0,0.9,0,16,0,0.2,0.28,0,153127
272,238,5,4,1,1,1,1,4.3,1,18,0,0.5,4.84,1,236609
172,167,2,1,0,0,0,1,2.1,0,22,0,4.5,3.83,1,126213
106,98,1,1,1,1,0,0,2.3,0,16,0,4.4,0.90,1,88443
250,226,5,5,1,1,1,1,1.2,1,3,0,5.8,1.62,1,237947
227,206,3,3,0,1,0,1,2.5,1,10,0,2.5,5.43,2,196023
472,410,7,4,1,1,1,1,3.1,1,5,0,4.5,0.76,2,404378
238,208,3,1,0,1,0,1,1.8,1,16,0,6.2,1.75,1,204049
211,199,3,3,0,0,1,0,6.4,0,16,0,6.3,4.03,2,138650
538,530,7,4,1,1,1,1,5.2,1,20,0,1.1,3.79,3,405810
211,197,3,1,1,1,1,0,1.6,0,16,0,3.1,5.36,1,154336
168,148,2,1,0,1,0,1,2.3,1,13,0,6.3,4.54,1,137104
349,333,6,5,1,1,1,1,5.3,1,2,0,2.8,5.82,2,301620
153,151,2,3,1,0,0,1,3.6,0,20,0,6.6,4.82,1,116012
179,177,3,2,0,0,0,1,5.1,1,12,1,4.4,2.83,0,162499
290,281,4,3,1,1,1,1,3.1,1,9,0,2.6,2.37,2,262037
343,322,5,2,1,1,0,0,2.8,1,18,0,6.1,1.73,1,253516
305,274,5,2,1,1,1,1,6.1,1,2,0,5.6,4.09,2,275210
122,110,1,1,1,0,1,0,3.3,0,5,0,3.4,2.25,0,94101
138,129,2,2,0,1,0,0,6.7,1,13,0,6.5,3.36,1,104330
355,314,5,3,1,1,1,1,2.1,1,3,0,5.3,4.94,1,302169
135,135,1,1,1,0,0,0,6.1,0,10,0,0.6,5.79,1,91917
128,119,1,2,1,0,0,0,4.3,1,4,0,6.4,2.06,1,102605
325,317,5,5,1,1,1,1,6.5,1,19,0,3.2,3.16,2,258400
753,617,8,5,1,1,1,1,6.9,1,6,0,3.2,5.90,3,570266
133,121,1,2,0,0,0,0,0.8,0,4,0,2.7,4.49,1,100644
199,186,3,2,1,1,0,0,5.8,0,1,0,2.4,1.15,1,150219
197,183,3,4,1,1,0,0,0.3,1,1,0,0.8,1.31,0,186081
286,246,4,4,1,1,1,1,4.6,1,20,0,4.7,0.52,1,252378
279,261,4,4,1,1,1,1,5.7,1,20,0,6.2,2.18,1,225691
251,247,4,5,1,1,1,0,3.1,1,6,0,1.1,2.01,2,207820
265,252,4,2,1,1,1,1,5.7,1,14,0,1.3,1.83,1,233181
299,282,5,2,1,1,1,1,6.6,1,15,0,5.2,3.33,2,249093
458,452,7,5,1,1,1,1,3.4,1,8,0,1.6,5.84,2,386837
146,146,2,2,0,0,0,0,4.5,1,16,0,5.4,2.88,1,108738
179,167,3,1,1,1,0,1,5.9,0,7,0,2.9,4.95,2,141408
289,250,4,5,1,1,1,1,5.9,1,11,0,4.2,1.56,2,262797
336,298,5,5,0,1,1,1,0.2,1,11,1,5.7,4.89,1,328328
172,149,2,3,1,1,1,0,2.6,0,5,1,3.2,1.27,2,170631
180,164,2,2,0,1,0,1,0.7,0,17,0,0.8,0.46,2,164979
215,213,3,1,1,0,0,1,3.5,0,14,0,4.4,4.14,2,162640
214,185,4,4,1,1,1,1,6.9,1,2,0,1.1,4.57,2,202602
339,325,6,4,1,1,1,1,5.3,0,20,0,6.6,3.09,1,236739
287,287,4,2,1,1,1,1,2.5,1,5,0,4.2,3.70,2,252390
292,253,4,4,1,1,1,1,5.6,0,14,1,4.7,0.47,1,261923
342,309,5,3,1,1,0,1,3.3,1,9,1,2.7,3.78,2,332961
293,288,4,4,1,1,1,1,2.4,0,2,0,2.2,0.74,2,247760
206,206,4,3,1,0,0,1,5.1,1,18,0,3.5,2.75,2,170082
230,201,4,3,1,1,1,1,3.5,1,12,0,1.1,3.45,2,215228
154,150,3,3,1,0,0,0,1.9,0,14,0,6.3,1.51,1,111784
